hierarchy	system	code	fsn	version	preferred	acceptable	orphanet_map
disorder	http://snomed.info/sct	SNOMEDCT:54209007	Hidrotic ectodermal dysplasia syndrome (disorder)	20240301	Hidrotic ectodermal dysplasia syndrome	Clouston syndrome	ORPHA:189
disorder	http://snomed.info/sct	SNOMEDCT:54280009	Kugelberg-Welander disease (disorder)	20240301	Kugelberg-Welander disease	Familial spinal muscular atrophy	ORPHA:83419
disorder	http://snomed.info/sct	SNOMEDCT:54411001	Peutz-Jeghers syndrome (disorder)	20240301	Peutz-Jeghers syndrome	Periorificial lentiginosis syndrome	ORPHA:2869
disorder	http://snomed.info/sct	SNOMEDCT:54470008	3 beta-Hydroxysteroid dehydrogenase deficiency (disorder)	20240301	3 beta-Hydroxysteroid dehydrogenase deficiency	3 beta-HSD deficiency	ORPHA:90791
disorder	http://snomed.info/sct	SNOMEDCT:54569005	Bernard Soulier syndrome (disorder)	20240301	Bernard Soulier syndrome	Bernard-Soulier syndrome	ORPHA:274
disorder	http://snomed.info/sct	SNOMEDCT:54627004	Hereditary xanthinuria (disorder)	20240301	Hereditary xanthinuria	Classical xanthinuria	ORPHA:3467
disorder	http://snomed.info/sct	SNOMEDCT:54682008	Congenital hypoplasia of pulmonary artery (disorder)	20240301	Congenital hypoplasia of pulmonary artery	Pulmonary artery hypoplasia	ORPHA:99083
disorder	http://snomed.info/sct	SNOMEDCT:54898003	Multiple sulfatase deficiency (disorder)	20240301	Multiple sulphatase deficiency	Juvenile sulfatidosis, Austin type	ORPHA:585
disorder	http://snomed.info/sct	SNOMEDCT:54954004	Aspartylglucosaminuria (disorder)	20240301	Aspartylglucosaminuria	Aspartylglycosaminuria	ORPHA:93
disorder	http://snomed.info/sct	SNOMEDCT:55133004	Multi-core congenital myopathy (disorder)	20240301	Multi-core congenital myopathy	Multi-core disease	ORPHA:598
disorder	http://snomed.info/sct	SNOMEDCT:55166000	Familial osteoarthropathy of the fingers (disorder)	20240301	Familial osteoarthropathy of the fingers	Thiemann's disease	ORPHA:3314
disorder	http://snomed.info/sct	SNOMEDCT:55236002	Infantile hypophosphatasia (disorder)	20240301	Infantile hypophosphatasia	Fetal hypophosphatasia	ORPHA:247651
disorder	http://snomed.info/sct	SNOMEDCT:55379003	Congenital pseudoarthrosis of tibia (disorder)	20240301	Congenital pseudoarthrosis of tibia		ORPHA:295018
disorder	http://snomed.info/sct	SNOMEDCT:55464009	Systemic lupus erythematosus (disorder)	20240301	Systemic lupus erythematosus	SLE - Systemic lupus erythematosus	ORPHA:536
disorder	http://snomed.info/sct	SNOMEDCT:55475008	Lown-Ganong-Levine syndrome (disorder)	20240301	Lown-Ganong-Levine syndrome	Syndrome of short P-R interval, normal QRS complexes AND supraventricular tachycardias	ORPHA:844
disorder	http://snomed.info/sct	SNOMEDCT:55510008	Cor triatriatum (disorder)	20240301	Cor triatriatum	Accessory atrium	ORPHA:1463
disorder	http://snomed.info/sct	SNOMEDCT:55602000	Nezelof's syndrome (disorder)	20240301	Nezelof's syndrome	Nezelof syndrome	ORPHA:83471
disorder	http://snomed.info/sct	SNOMEDCT:55711009	Arthrochalasia Ehlers-Danlos syndrome (disorder)	20240301	Arthrochalasia Ehlers-Danlos syndrome	Procollagen aminoprotease deficiency	ORPHA:1899
disorder	http://snomed.info/sct	SNOMEDCT:55821006	Hay-Wells syndrome of ectodermal dysplasia (disorder)	20240301	Hay-Wells syndrome of ectodermal dysplasia	Ankyloblepharon, ectodermal defects, cleft lip and palate	ORPHA:1071
disorder	http://snomed.info/sct	SNOMEDCT:55852007	Complete phocomelia of lower limb (disorder)	20240301	Complete phocomelia of lower limb	Congenital absence of thigh AND leg	ORPHA:294977
disorder	http://snomed.info/sct	SNOMEDCT:55912009	Glycogen storage disease, type V (disorder)	20240301	Glycogen storage disease, type V	Glycogen storage disease type 5	ORPHA:368
disorder	http://snomed.info/sct	SNOMEDCT:55995005	Hereditary spherocytosis (disorder)	20240301	Hereditary spherocytosis	Congenital spherocytic hemolytic anemia	ORPHA:822
disorder	http://snomed.info/sct	SNOMEDCT:55999004	Encephalocele (disorder)	20240301	Encephalocele	Craniocele	ORPHA:268817
disorder	http://snomed.info/sct	SNOMEDCT:56090007	Pseudohypoparathyroidism type I B (disorder)	20240301	Pseudohypoparathyroidism type I B		ORPHA:94089
disorder	http://snomed.info/sct	SNOMEDCT:56212008	Leydig cell agenesis (disorder)	20240301	Leydig cell agenesis	Gonadotropin unresponsiveness syndrome	ORPHA:755
disorder	http://snomed.info/sct	SNOMEDCT:56271007	Hypothermia-sweating syndrome (disorder)	20240301	Hypothermia-sweating syndrome	Hines-Bannick syndrome	ORPHA:29822
disorder	http://snomed.info/sct	SNOMEDCT:56453003	Hereditary cerebral amyloid angiopathy, Dutch type (disorder)	20240301	Hereditary cerebral amyloid angiopathy, Dutch type	Hereditary cerebral haemorrhage with amyloidosis - Dutch type	ORPHA:100006
disorder	http://snomed.info/sct	SNOMEDCT:56604005	Cohen syndrome (disorder)	20240301	Cohen syndrome		ORPHA:193
disorder	http://snomed.info/sct	SNOMEDCT:56653005	18p partial monosomy syndrome (disorder)	20240301	18p partial monosomy syndrome	18p minus syndrome	ORPHA:1598
disorder	http://snomed.info/sct	SNOMEDCT:56661000	Intestinal enteropeptidase deficiency (disorder)	20240301	Intestinal enteropeptidase deficiency	Congenital enterokinase deficiency	ORPHA:168601
disorder	http://snomed.info/sct	SNOMEDCT:56677004	Pallister-Hall syndrome (disorder)	20240301	Pallister-Hall syndrome		ORPHA:672
disorder	http://snomed.info/sct	SNOMEDCT:56692003	Rhizomelic chondrodysplasia punctata syndrome (disorder)	20240301	Rhizomelic chondrodysplasia punctata syndrome	Chondrodysplasia punctata, rhizomelic type	ORPHA:177
disorder	http://snomed.info/sct	SNOMEDCT:56717001	Tuberculosis (disorder)	20240301	Tuberculosis	TB - Tuberculosis	ORPHA:3389
disorder	http://snomed.info/sct	SNOMEDCT:56786000	Pulmonic valve stenosis (disorder)	20240301	Pulmonic valve stenosis	Pulmonary stenosis	ORPHA:99054
disorder	http://snomed.info/sct	SNOMEDCT:56852002	Achromatopsia (disorder)	20240301	Achromatopsia	Achromatism	ORPHA:49382
disorder	http://snomed.info/sct	SNOMEDCT:56989000	Eaton-Lambert syndrome (disorder)	20240301	Eaton-Lambert syndrome	Myasthenic syndrome	ORPHA:43393
disorder	http://snomed.info/sct	SNOMEDCT:57058008	Uterus bicornis unicollis (disorder)	20240301	Uterus bicornis unicollis		ORPHA:180114
disorder	http://snomed.info/sct	SNOMEDCT:57119000	Hyperammonemia, type III (disorder)	20240301	Hyperammonaemia, type III	NAGS-gene related hyperammonemia type III	ORPHA:927
disorder	http://snomed.info/sct	SNOMEDCT:57160007	Felty's syndrome (disorder)	20240301	Felty's syndrome	Rheumatoid arthritis, leucopenia AND splenomegaly	ORPHA:47612
disorder	http://snomed.info/sct	SNOMEDCT:57218003	Cholesterol ester storage disease (disorder)	20240301	Cholesterol ester storage disease	CESD - Cholesterol ester storage disease	ORPHA:75234
disorder	http://snomed.info/sct	SNOMEDCT:57219006	Craniosynostosis syndrome (disorder)	20240301	Craniosynostosis syndrome	Congenital ossification of cranial sutures	ORPHA:1531
disorder	http://snomed.info/sct	SNOMEDCT:57436000	Congenital absence of external ear (disorder)	20240301	Congenital absence of external ear	Anotia	ORPHA:93976
disorder	http://snomed.info/sct	SNOMEDCT:57451009	Congenital tracheobronchomegaly (disorder)	20240301	Congenital tracheobronchomegaly	Tracheobronchomegaly	ORPHA:3347
disorder	http://snomed.info/sct	SNOMEDCT:57514000	3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency (disorder)	20240301	3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency	Steroid 5a-reductase deficiency	ORPHA:753
disorder	http://snomed.info/sct	SNOMEDCT:57725006	Balantidiasis (disorder)	20240301	Balantidiasis	Balantidial dysentery	ORPHA:1223
disorder	http://snomed.info/sct	SNOMEDCT:57835009	Hepatic methionine adenosyltransferase deficiency (disorder)	20240301	Hepatic methionine adenosyltransferase deficiency	MAT deficiency	ORPHA:168598
disorder	http://snomed.info/sct	SNOMEDCT:57838006	Retinitis pigmentosa-deafness syndrome (disorder)	20240301	Retinitis pigmentosa-deafness syndrome	Usher's syndrome	ORPHA:886
disorder	http://snomed.info/sct	SNOMEDCT:57863006	Acid phosphatase deficiency (disorder)	20240301	Acid phosphatase deficiency		ORPHA:35121
disorder	http://snomed.info/sct	SNOMEDCT:57917004	Seckel syndrome (disorder)	20240301	Seckel syndrome	Bird-headed dwarf of Seckel	ORPHA:808
disorder	http://snomed.info/sct	SNOMEDCT:58037000	Cowden syndrome (disorder)	20240301	Cowden syndrome	Cowden's syndrome	ORPHA:201
disorder	http://snomed.info/sct	SNOMEDCT:58256000	Dihydropteridine reductase deficiency (disorder)	20240301	Dihydropteridine reductase deficiency	Atypical phenylketonuria	ORPHA:226
disorder	http://snomed.info/sct	SNOMEDCT:58258004	Infantile neuronal ceroid lipofuscinosis (disorder)	20240301	Infantile neuronal ceroid lipofuscinosis	Polyunsaturated acid lipidosis	ORPHA:79263
disorder	http://snomed.info/sct	SNOMEDCT:58275005	Variegate porphyria (disorder)	20240301	Variegate porphyria	VP - Variegate porphyria	ORPHA:79473
disorder	http://snomed.info/sct	SNOMEDCT:58437007	Tuberculosis of meninges (disorder)	20240301	Tuberculosis of meninges	TBM - Tuberculous meningitis	ORPHA:499004
disorder	http://snomed.info/sct	SNOMEDCT:58554001	Empyema of pleura (disorder)	20240301	Empyema of pleura	Pyothorax	ORPHA:449266
disorder	http://snomed.info/sct	SNOMEDCT:58557008	Spina bifida aperta (disorder)	20240301	Spina bifida aperta	Spina bifida cystica	ORPHA:268369
disorder	http://snomed.info/sct	SNOMEDCT:58558003	Hyperlysinemia (disorder)	20240301	Hyperlysinaemia	Saccharopine dehydrogenase deficiency	ORPHA:2203
disorder	http://snomed.info/sct	SNOMEDCT:58561002	Diastrophic dysplasia (disorder)	20240301	Diastrophic dysplasia	DTD - Diastrophic dysplasia	ORPHA:628
disorder	http://snomed.info/sct	SNOMEDCT:58588007	Cutis laxa (disorder)	20240301	Cutis laxa	Dermatomegaly	ORPHA:209
disorder	http://snomed.info/sct	SNOMEDCT:58610003	Leber's optic atrophy (disorder)	20240301	Leber's optic atrophy	Leber optic atrophy	ORPHA:104
disorder	http://snomed.info/sct	SNOMEDCT:58718002	Rheumatic fever (disorder)	20240301	Rheumatic fever	RhF - Rheumatic fever	ORPHA:3099
disorder	http://snomed.info/sct	SNOMEDCT:58750007	Plague (disorder)	20240301	Plague	Pestilential fever	ORPHA:707
disorder	http://snomed.info/sct	SNOMEDCT:58756001	Huntington's chorea (disorder)	20240301	Huntington's chorea	Chronic progressive chorea	ORPHA:399
disorder	http://snomed.info/sct	SNOMEDCT:58795000	Distal muscular dystrophy (disorder)	20240301	Distal muscular dystrophy	Distal myopathy	ORPHA:45448
disorder	http://snomed.info/sct	SNOMEDCT:58833000	Pseudohypoparathyroidism type I A (disorder)	20240301	Pseudohypoparathyroidism type I A	Albright hereditary osteodystrophy	ORPHA:79443
disorder	http://snomed.info/sct	SNOMEDCT:58868000	Argentinian hemorrhagic fever (disorder)	20240301	Argentinian hemorrhagic fever	O'Higgins' disease	ORPHA:319223
disorder	http://snomed.info/sct	SNOMEDCT:58872001	Erythema elevatum diutinum (disorder)	20240301	Erythema elevatum diutinum	EED - Erythema elevatum diutinum	ORPHA:90000
disorder	http://snomed.info/sct	SNOMEDCT:58882000	Congenital cystic eyeball (disorder)	20240301	Congenital cystic eyeball		ORPHA:519384
disorder	http://snomed.info/sct	SNOMEDCT:58976002	Pseudohypoparathyroidism (disorder)	20240301	Pseudohypoparathyroidism	Constitutional chronic hypocalcemia	ORPHA:97593
disorder	http://snomed.info/sct	SNOMEDCT:59051007	Cysticercosis (disorder)	20240301	Cysticercosis	Larval teniasis	ORPHA:1560
disorder	http://snomed.info/sct	SNOMEDCT:59068006	Congenital dislocation of knee (disorder)	20240301	Congenital dislocation of knee		ORPHA:295034
disorder	http://snomed.info/sct	SNOMEDCT:59178007	Menkes kinky-hair syndrome (disorder)	20240301	Menkes kinky-hair syndrome	X-linked copper deficiency	ORPHA:565
disorder	http://snomed.info/sct	SNOMEDCT:59252009	de Barsey syndrome (disorder)	20240301	de Barsey syndrome	Cutis laxa-corneal clouding-oligophrenia syndrome	ORPHA:2962
disorder	http://snomed.info/sct	SNOMEDCT:59277005	Zygomycosis (disorder)	20240301	Zygomycosis	Phycomycosis	ORPHA:73263
disorder	http://snomed.info/sct	SNOMEDCT:59292006	Hemiplegic migraine (disorder)	20240301	Hemiplegic migraine		ORPHA:569
disorder	http://snomed.info/sct	SNOMEDCT:59399004	Cutis laxa, x-linked (disorder)	20240301	Cutis laxa, x-linked	Ehlers-Danlos syndrome, occipital horn type	ORPHA:198
disorder	http://snomed.info/sct	SNOMEDCT:59531002	Tryptophan malabsorption syndrome (disorder)	20240301	Tryptophan malabsorption syndrome	Blue diaper syndrome	ORPHA:94086
disorder	http://snomed.info/sct	SNOMEDCT:59548005	Congenital dyserythropoietic anemia, type I (disorder)	20240301	Congenital dyserythropoietic anemia, type I	Congenital dyserythropoietic anemia type I	ORPHA:98869
disorder	http://snomed.info/sct	SNOMEDCT:59708000	Multiple epiphyseal dysplasia (disorder)	20240301	Multiple epiphyseal dysplasia	MED - Multiple epiphyseal dysplasia	ORPHA:251
disorder	http://snomed.info/sct	SNOMEDCT:59761008	Glutamate formiminotransferase deficiency (disorder)	20240301	Glutamate formiminotransferase deficiency	Deficiency of glutamate formiminotransferase	ORPHA:51208
disorder	http://snomed.info/sct	SNOMEDCT:59763006	Hyperphosphatasemia tarda (disorder)	20240301	Hyperphosphatasaemia tarda	Leontiasis ossea generalisata	ORPHA:3416
disorder	http://snomed.info/sct	SNOMEDCT:59925007	Paracoccidioidomycosis (disorder)	20240301	Paracoccidioidomycosis	Brazilian blastomycosis	ORPHA:73260
disorder	http://snomed.info/sct	SNOMEDCT:59981001	Congenital absence of penis (disorder)	20240301	Congenital absence of penis	Aphallia	ORPHA:49
disorder	http://snomed.info/sct	SNOMEDCT:59989004	Infestation caused by Dermatobia hominis (disorder)	20240301	Infestation by Dermatobia hominis	Infestation caused by Dermatobia hominis	ORPHA:563684
disorder	http://snomed.info/sct	SNOMEDCT:59990008	Mucopolysaccharidosis III-B (disorder)	20240301	Mucopolysaccharidosis, MPS-III-B	Sanfilippo syndrome, type B	ORPHA:79270
disorder	http://snomed.info/sct	SNOMEDCT:60002000	Hypertrophic gastritis (disorder)	20240301	Hypertrophic gastritis	Giant rugal hypertrophy	ORPHA:2494
disorder	http://snomed.info/sct	SNOMEDCT:60192008	Lethal multiple pterygium syndrome (disorder)	20240301	Lethal multiple pterygium syndrome		ORPHA:33108
disorder	http://snomed.info/sct	SNOMEDCT:60258001	Macular corneal dystrophy (disorder)	20240301	Macular corneal dystrophy		ORPHA:98969
disorder	http://snomed.info/sct	SNOMEDCT:60318001	Duane's syndrome (disorder)	20240301	Duane's syndrome	Duane syndrome	ORPHA:233
disorder	http://snomed.info/sct	SNOMEDCT:60399005	Dermatofibrosis lenticularis disseminata (disorder)	20240301	Dermatofibrosis lenticularis disseminata	Dermato-osteopoikilosis	ORPHA:1306
disorder	http://snomed.info/sct	SNOMEDCT:60412004	Infestation caused by fly larvae (disorder)	20240301	Infestation by fly larvae	Myiasis - fly larvae infestation	ORPHA:75110
disorder	http://snomed.info/sct	SNOMEDCT:60475009	Congenital anomaly of limb (disorder)	20240301	Congenital anomaly of limb	Congenital deformity of limb	ORPHA:68378
disorder	http://snomed.info/sct	SNOMEDCT:60650002	Ring chromosome 9 syndrome (disorder)	20240301	Ring chromosome 9 syndrome		ORPHA:96173
disorder	http://snomed.info/sct	SNOMEDCT:60684003	Synovitis acne pustulosis hyperostosis osteomyelitis syndrome (disorder)	20240301	SAPHO syndrome	Synovitis acne pustulosis hyperostosis osteomyelitis syndrome	ORPHA:793
disorder	http://snomed.info/sct	SNOMEDCT:60743005	Purine-nucleoside phosphorylase deficiency (disorder)	20240301	Purine-nucleoside phosphorylase deficiency	Nucleoside phosphorylase deficiency	ORPHA:760
disorder	http://snomed.info/sct	SNOMEDCT:60812006	Giant cell myocarditis (disorder)	20240301	Giant cell myocarditis		ORPHA:329874
disorder	http://snomed.info/sct	SNOMEDCT:60826002	Coccidioidomycosis (disorder)	20240301	Coccidioidomycosis	Posadas-Wernicke disease	ORPHA:228123
disorder	http://snomed.info/sct	SNOMEDCT:60876000	Gardner syndrome (disorder)	20240301	Gardner syndrome	GS - Gardner's syndrome	ORPHA:79665
disorder	http://snomed.info/sct	SNOMEDCT:60952007	Urocanate hydratase deficiency (disorder)	20240301	Urocanate hydratase deficiency	Urocanic aciduria	ORPHA:210128
disorder	http://snomed.info/sct	SNOMEDCT:60970005	Parasitic myositis (disorder)	20240301	Parasitic myositis		ORPHA:206997
disorder	http://snomed.info/sct	SNOMEDCT:60983006	Congenital esophagotracheal fistula (disorder)	20240301	Congenital oesophagotracheal fistula	TOF - Congenital tracheo-oesophageal fistula	ORPHA:454750
disorder	http://snomed.info/sct	SNOMEDCT:61003004	Epidermolysis bullosa (disorder)	20240301	Epidermolysis bullosa	Acanthosis bullosa	ORPHA:79361
disorder	http://snomed.info/sct	SNOMEDCT:61071003	Proline dehydrogenase deficiency (disorder)	20240301	Proline dehydrogenase deficiency	Hyperprolinaemia type I	ORPHA:419
disorder	http://snomed.info/sct	SNOMEDCT:61094002	La Crosse encephalitis (disorder)	20240301	La Crosse encephalitis	La Crosse virus encephalitis	ORPHA:83483
disorder	http://snomed.info/sct	SNOMEDCT:61288004	Poisoning caused by venomous snake (disorder)	20240301	Poisoning by venomous snake	Snake venom poisoning	ORPHA:449285
disorder	http://snomed.info/sct	SNOMEDCT:61367005	Jarcho-Levin syndrome (disorder)	20240301	Jarcho-Levin syndrome	Spondylothoracic dysplasia	ORPHA:2311
disorder	http://snomed.info/sct	SNOMEDCT:61462000	Malaria (disorder)	20240301	Malaria	Paludism	ORPHA:673
disorder	http://snomed.info/sct	SNOMEDCT:61493004	Mu heavy chain disease (disorder)	20240301	Mu heavy chain disease	IgM heavy chain disease	ORPHA:100024
disorder	http://snomed.info/sct	SNOMEDCT:61598006	Glycogenosis with glucoaminophosphaturia (disorder)	20240301	Glycogenosis with glucoaminophosphaturia	Pseudo-phlorizin diabetes	ORPHA:2088
disorder	http://snomed.info/sct	SNOMEDCT:61663001	Juvenile neuronal ceroid lipofuscinosis (disorder)	20240301	Juvenile neuronal ceroid lipofuscinosis	Batten-Mayou disease	ORPHA:79264
disorder	http://snomed.info/sct	SNOMEDCT:61750000	Infection caused by Angiostrongylus (disorder)	20240301	Infection by Angiostrongylus	Angiostrongylosis	ORPHA:74
disorder	http://snomed.info/sct	SNOMEDCT:61758007	Exstrophy of urinary bladder sequence (disorder)	20240301	Exstrophy of urinary bladder sequence	Exstrophy of bladder	ORPHA:93930
disorder	http://snomed.info/sct	SNOMEDCT:61772003	Muscle phosphoglycerate mutase deficiency (disorder)	20240301	Muscle phosphoglycerate mutase deficiency	Glycogen storage disease type X	ORPHA:97234
